Tweet_ID,Teaser_Tokens,Tag_Value
60,claro patronal interesar gente mano delante detrás papel hacinado infravivienda construyar lado invernadero miedo hambre ser sentido Europa Fortaleza,0
61,Venezuela,0
62,año díamundialdelaspersonasrefugiada tocar aún más cerca caber ayuda persona refugiado ver obligado abandonar hogar poder conocer proyecto específico aquí MarcarLaXesLoNormal,0
63,ser tanto malagradecido chamo,0
64,venezolana ver Colombianos decidir país ser destruir,0
65,selección Colombia Venezuela buscar mañana medalla oro fútbol femenino Juegos Bolivarianos disputar Valledupar Colombia empate ser campeón gol favor contra punto,0
66,Uss Mengele atreveír tanto tanto bonito tanto facha ser buen cagada papel blanco ojete,0
67,Situación emocional persona refugiado ser tu casa,0
68,Chamas cabro ayer marcha asquito no ser Dios mana PrideMonth,0
69,Migración actividad conmemoración Día Mundial Refugiado Bogotá concentrar Soacha Kennedy Ciudad,0
70,conmemoración Día Internacional Refugiado llegar botiquín móvil atención médico gratuito usuario extranjero especial niño fundación Haciendo Panas dentro programa movilidad humano farmasoltequierebien,0
71,Juegue chama jugar,0
72,también estar Venezolanos delincuente disfrasado refugiado indocumentado apoyar métido paro cobrar acto terrorista deber anular regularización Venezolanos deportación inmediato,1
73,no ser periodista escribir venezolana dejar parir final decir Francia no entender es decir no ofrecer disculpa expresar mal culpa ser ser tanto bruto no entender no notar xenofobia racismo,0
74,mucho venezolano propuesta mucho bolivariano,0
75,Maestro ser millón decir no tape SOL dedo NO toque buscar TOLDA PARTE ECHARSE MALETA HOMBRO COMO VENECOS COBARDES ERRANTES MI guerrillero piromano no representa,1
76,TRAIDORES hijueputa dan asco,0
77,parecer raro mujer venezolano empobrecido operar teta quiera vivir sabroso vea,0
78,Tranquilo querer VENECOS salario ser dólares mes igual miseria pasar elegir Bestia esperar,0
79,campeón cuento sumerce primero edición PREMIOSTRIBUTOALLLANO UnionDeVoluntades dos país hermano unir AbrazoLlanero cultura llanser WhatsApp,0
80,Vea Venezuela no estar promesa Chávez México no estar promesa amlo,0
81,Venecos querer dar opinión jajajajja,1
82,ser capacitado Ministro Hacienda dipsómano encargado satisfacer deseo Cuba Nicaragua Venezuela,0
83,Jornada positivo Colombia Venezuela Chile JuegosBolivarianos G,0
84,modelo haber mostrar bastante enamorado actor venezolano Gabriel Coronel,0
85,Alemania quedar economía mercado libre empresa seguridad jurídico término haber oer Venezuela cansancio supuestamente no cumplir norma tener más sanción abrir NUEVO frente,0
86,Hola ser colombiano t tener razón primero relación ejercito petro serar tensas ejercito colombiano haber combatir ultir año guerrilla oligarquía colombiano ser distinto venezolana hacer año crear auc,0
87,vida medio ser fundamental pasar Grupo Empresas Dónde aprender mucho excelente difícil implicar ser venezolano sentir agradecido aprender correcto coexiste injusto fin feliz día periodista,0
88,venir decir quitar elmpoder elegido presindete querer imponer ahí tener facha veneco no permitir romper democracia terrorista,1
89,lucha social ser pacífico haber vivir ser total vandalismo indígena mano venezolano,1
90,ahora ser indígena venezolano favor más empatía,1
91,CHAMO ser palabra venezolano llevado parte mundo venezolano ofender palabra ser laksjskakakkakajsjsakkakakakajsjsjsakkaakjshssjaka venecossiendoveneco,0
92,Mentira no estar Ecuador sacar YouTube Venezuela,0
93,hoy tener mañana mucho fructífero satisfactorio estar mentora ciberseguridad grupo mujer refugiado emprendedor gracias grandioso oportunidad,0
94,no veneco robar cobrar vandalizar,1
95,hoy ser junio Día Mundial Refugiado querer agradecer gobierno ecuatoriano cancillerio promesa nunca cumplir refugiado no ser ser humano fin,0
96,aquí sólo HAY sujeto clóset refugiado ÁTICO ser jefe IZA,0
97,hoy ser díadelrefugiado Médicos Fronteras ser testigo padecer ciento mil persona desplazado refugiado solicitante asilo migrant mundo,0
98,Manja rolo chama,0
99,gestión conocimiento también aportar reconocimiento refugiado migrant conlosrefugiado,0
100,haber razón hoy diadelrefugiado ser importante contar,0
101,gonorrear malparido tapicero veneco tener amenazado mamá,1
102,Alejandra Carmen ser dos mujer refugiado unir compartir poema mundo expresar sentimiento esperanza miedo Muestra solidaridad persona forzadasahuir amplificar mensaje,0
103,veneco estar dar seguridad manifestante detrás camioneta estar motorizado,1
104,hoy conmemorir Día Mundial Refugiado designado ONU honrar fortalecer persona refugiado desplazado mundo haber ver obligado abandonar hogar escapar conflicto persecución,0
105,señor reactivar relación traer bienestar colombiano especial frontera derecho generar mismo venezolano costar tanto entender no caber cabeza,0
106,Feliz tarde talento joven venezolano recorrer mundo compartir Chile Fete SINODPC,0
107,veneco nunca dejar figurar elección mundo Hahaha,1
108,nuevo presidente Colombia Gustavo Petro anunciar acercamiento gobierno Nicolás Maduro hablar frontera derechos humanos,0
109,bien dicho gustar presidente Lasso acoger pedido pueblo ecuatoriano relación extranjero indocumentado causa criminalidad protesta país,1
110,no ser periodista escribir venezolana dejar parir final decir Francia no entender es decir no ofrecer disculpa expresar mal culpa ser ser tanto bruto no entender no notar xenofobia racismo,0
111,así Maria Isabel haber mujer refugiado buscar ser independiente través emprendimiento unidospalante díamundialdelosrefugiado requier orientación haz aquí,0
112,hacer no haber mandar video chamo pensar ser amigo Jajajajaja,0
113,Sidor ser venezolano estar dar dato suelto contexto Confundes así no llegar lado Obviamente empresa venezolano ir estar ruina sanción no defeir maduro ser corrupto ya no estar no haber sanción,0
114,Venezuela también pedir no compartir amor Chávez ser país hoy alrededor siete millón venezolano hacer parte diásporo rebuscir pedazo pan mundo,0
115,no ser así dinero chamo quedar acá ganar dólar mandar Venezuela estar dolarizado claro sobrevivir gran república bolivarián cosa ser no querer cuenta,0
116,mejor ya decir Veneco HDP,1
117,mucho huevon querer legalizar rata Venezolanas encontrar delinqueir,1
118,narcotirania chavista tener material hacer pasaporte terrorista iraní venezolano deber esperar más mes,1
119,mundo haber más refugiado desplazado nunca mitad ser niña niño haber dejar atrás más año World Vision haber estar allí niña niño vida cambiar EnUnInstante diadelrefugiado,0
120,deber pedir visa venezolano regular ingreso hacer año no requerir también colombiano migrar Venezuela,0
121,éxodo Venezuela también ser cambio climático cambio gobierno,0
122,más ucraniano ya haber tramitar Andalucía protección temporal refugiado,0
123,Ecuador ser único país mundo botar producción lechero agrícola servir alimentar mil familia venezolano vivir indigencia,0
124,ser inmigrante indocumentado ser sinónimo muerte tiempo,0
125,veneco así ver poder sacar gobierno llevar año amañado no haber poder Maduro xd,0
126,derecho refugiado Derechos humanos respeto persona ver ForzadasAHuir no ser opcional poder negociar,0
127,mujer niña refugiado deber ser proteger manipulación abuso explotación carácter sexual físico así discriminación sexual suministro bien díadelaspersonasrefugiada,0
128,Colombia no ser Venezuela Nicaragua Perú Chile sí estar acuerdo Colombia poder llegar ser peor sociocomunismo más radical Latinoamérica cuidado acuerdo nacional poder ser mayor trampa historia,0
129,nuevo presidente Colombia ir haber deportir VENECOS CUBANOS malandro pagado narcoterrorismo marcado país década robado,1
130,Pablito ser hincha DIM veneco bruto errante,1
131,Veneco hptar,1
132,Largo aquí veneco hp,1
133,disculpar no poder creer religión pasar cosa así silenciar ahora pasar Venezuela país disque Patria Grande,0
134,Calla veneco tonto inútil asalariado,1
135,expúlsenlo papel trabajo deambula calle,1
136,Venezuela culpa estar así veneco asqueroso,1
137,olvidar mencionar ya unir siempre estar presente cabecilla barrial famosa CDR Comités Defensa Revolución formar década correista más puro estilo Cubano Venezolano ojo entrenamiento incluído no ser invento,0
138,ser ser ser persona tener derecho buscar protección hoy conmemorar díadelrefugiado fecha designado honrar visibilizar situación persona refugiado desplazado mundo,0
139,Solo cosa ser persona nefasto política peruano denuncia corrupción colombia eligiir presidente cumplir pueblo no copie modelo socialista vecino Venezuela,0
140,no deber opinar no ser ecuatoriano ser chamo mas Ecuador Boscan,1
141,Ecuador ser indigena más veneco guerrilla urbano femiloca entonces estar mal no más subsidio Iza no manda sinar pueblo pueblo elegir presidente izaterroristacorreafinancista,1
142,Imaginate no tener derecho identidad país imaginate no país distinto tuyo ser haber hacer chavismo negarnos derecho identidad este este ser maldición ser venezolano ser paria,0
143,no serer Venezuela Cuba no constituyente,0
144,Aca peru monton venecis vivir sabroso pedir dinero cochecito bebe crio año cochecito bien apretadito saber hacer Venecos peruano sacar ñoña no pedir nadiecomo hacer vago,1
145,acordar escribir asqueroso columna venezolana bien fin dejar sitio te adorar,0
146,serio diplomático comprar comida país malandro Quinta saqueir arca venezolano grupito saber vivir antes era madurista tener ahora Comida dólares cobrado así no Asco,0
147,último tweet noche Cabe recordar primero punzado mucho probable estrella Nacional dar Rafael Dudamel horripilante Palmaseca día perder ir Arriero Piscis Pacho bueno chamo ayudo,0
148,Chama sí obligado dra principio ser mejor mejor volver usar mil vez,0
149,persona refugiado también tener sueño esperanza video Tatiana hablar gustar hacer junto padre hermana ver obligado huir Colombia después sufrir amenaza no frenar gana vivir SoyHumano SoyHumana,0
150,hacer nippl primero nostril cagado preguntar chamo haber desmayar antes Uuuy montón gente bueno ya estar predispuesto caer templinche,0
151,no mamá ser bien decente talvez comparado Venezuela ser paraíso no estar país ser buen punto ser trocha pasar delincuente papel nombre robar matar hacer daño,1
152,pese estar mes mundial refugiado migrante persona situación no retorno conmemorar atroz imagen,0
153,ya sOmOs kOmo VeneSueLa,0
154,tremendo discurso papel mamá Dilan antana gente gritar poder no más guerra Dios dar sabiduría afrontar problema social político económico fin,0
155,creer final descubrirar man ser venezolano,1
156,recomeir comprender lectura tweet siempre haber apoyar venezolano tampoco ayudar,0
157,oro Perú esgrima peruano Lucas Lutar vencer venezolano Antonio Leal competencia florete así ser final enfrentamiento,0
158,empezar cambio ya bandido calle petrir ya estar violar división poder reír clase político ser menos año dar patada poner sostener dictadura venezolano,0
159,mujer niña refugiado deber ser proteger manipulación abuso explotación carácter sexual físico así discriminación sexual suministro bien diadelaspersonasrefugiadas,0
160,refugiado Universidad Salesiana Quito Gonzalo Ulcuando oriundo Cayambe Cangahua comentar recorrido haber deber realizar llegar capital razón,0
161,ser chamo más sortario Vzla poner presid AN no habiar mas reconocer EEUU no mandar marín asignar recurso creer fin estar cerca seguir reconocer Biden solo estar esperar decir Chao,0
162,díadelrefugiado llevar delicioso almuerzo compartir persona refugiado comunidad San Martín Porres plato estrella ser duda Pabellón Criollo,0
163,saber Bolivar ser calificar época guerrillero bandolero saber origen ejército remontar cuadrilla forajido refugiado llano casanare,0
164,año más conmemoración seguir gran deuda social refugiado Ecuador año denominado ser ser ser persona tener derecho buscar protección DíaDelRefugio Migraciones CiudadaníaUniversal integración,0
165,estar contiguir momento difícil cuidar salud persona refugiado sociedad estar atender teléfono cita previo caso urgente necesita ayudo llamar escríbeno número más cercano lugar estés,0
166,autoridad venezolano alerta onda tropical poder tormenta afectar costa país,0
167,Quién entender Votante Sudamericano haber ser invadir Desplazados Venezolanos gobernado Narco Dictadura Castro Chavismo DDHH Básicos Miseria pides Libertad Sentenciados Protestas así Lula Sentenciado poder ganar,0
168,Emprendedora Venezolana Colombia invitar participar evento comunidad mujer venezolano mundo,0
169,bueno ya pasar pasar unico quedar ser aceptar derrota esperar plan gobierno inviable poder menos dejar fruto mejor escenario contrario preparanse ser nuevo chamo jajajajaja,0
170,Mca Chama dar mucho malo espín,0
171,especialmente ya creer hijueputa vendido poder,0
172,Creería relación población deber ser menor venezolana no creer sea ahí,0
173,Chamo noo,0
174,Ucrania Venezuela multiplicar cifra refugiado través,0
175,ahí estar indefenso veneco,1
176,desafiliación decir ir profundo tristeza Cristina Reyes ir sondeo opinión no figurar cantante grupo unir Cinthya Viteri no ser afiliar PSC hacer año gozar estatus refugiada Madera Guerrero,0
177,menos cuerpo migrant documento ser encontrar camión remolque San Antonio Texas informar ABC News citar fuente persona cuatro niño ser trasladar hospital zona síntoma deshidratación Sputnik,0
178,estar acordar Venezuela hacer mega cola Saime Caracas siempre haber persona vestido tiempo Jesús más ver,0
179,claro ser Venezuela,0
180,Tu tambien ser veneco decir haiga editor nacional digital entrevista portal paraco especialista economia pobre hp pelo cobre estupido sonlo escuaca,1
181,vicepresidente papel crisis político,0
182,hacer hacer aún hoy día oposición venezolano,0
183,Buenas noticia pueblo mala Veneco,0
184,Calla veneco mierda,1
185,Vienen hacer aquí Ecuador país no poder así defender pueblo chamos aprendar,0
186,Alejandro Vargas Coordinador Técnico Calidad ser entrevistar explicar situación socioeconómico población refugiado migrante venezolano Lima Metropolitana Escucha entrevista,0
187,hablar Peruanos asuuu chamar ya Perú no perder acento jejeje tener amiga venezolano ke hablar tu decir mamaguebo día jejejejejar jejeje jejejeje Venezolanos estar hablar peruano Ridikula,0
188,Amigues Venecos no estar apoyar partido Colombia cabeza tener pensar no poner palabra boca no haber decir beso,0
189,Gustavo Petro comunicar Gobierno venezolano intención reabrir frontera través,0
190,Asamblea General NNUU designar partir año ser Día Mundial Refugiados tener objetivo hacer llamado gobierno adoptar enfoque basado empatía reconocimiento derecho refugiado,0
191,Colombia petróleo tener Venezuela fuerza armado amigo legislativo mayoría Petro tres simple detalle modelo venezolano no aplicar acá cosa tener Chávez ver vez acabar cuento,0
192,ver no servir ejemplo Venezolano año corrupción banda narcodelictivo correista fin tal vez deber probar primero mano miseria ser capaz atraer izquierda,0
193,Amix ya no querer ser prima exótico blanquser familia olvidar ser país papel buscar mejor futuro,0
194,Yyyyyyyyyy premio rebuzno destacado día ser paraaaaaaaa,0
195,Parece puteado dar ministro hacer cambiar opinión chamo vergüenza ajenar posta,0
196,Venezuela chamo Venezuela,0
197,hola chama,0
198,cierre decretado maduro ser mucho grave pacer luego expulsar colombiano Táchira luego profudizar decidir país provocar salida compatriota venezolano,0
199,no largar Colombia regreso Venezuela compatriota aquí solo venir robar delinquir sobrar usted veneco ir echar menos,1
200,marco Día Mundial Refugiado unir consigna persona tener derecho buscar protección díadelrefugiado G,0
201,manera ser respuesta mala administración anterior pésima duque conocer pai socialista Rumania cuba mas cerca Venezuela democracias ser escalera subir gobierno poder luego tirar abajo,0
202,último siglo haber perder mayoría guerra directo entrar ver utilizar tercero objetivo Libia Siria Ucrania Venezuela Nicaragua Cuba etc país utilizar proxi actividad subversión KOBA,0
203,dio mio chama échele cabeza ser demasiado demasiado izquierda ahora encantar más,0
204,tipejo tanto limitado solo poder haber salir Teleamazonas,0
205,producto no pasar Aduana así llegar vía terrestre papel origen garantía más perjuicio estado país indígena responsable ser líder indígena propiciar violencia,0
206,deber saber realmente ser Simón Bolívar estar soldado ecuatoriano estar guerra conocer verdad Bolívar acabar idealización venezolano historia ser mucho diferente contar,0
207,Q increíble tener menos futuro refugiado Siria,0
208,ejemplo semana pasar estar regreso trabajo querer pasar parte estar quemar llanta antes punto acercar dos tipo voz venezolano decir no dar plata pinchar llanta,1
209,ser veneco,1
210,aqui venezolano delincuente disfrasado refugiado indocumentado estar cobrar dólares infiltrado ocacionar cao cobrar peaje dejar pasar auto derogar huevada regularización,1
211,oposición venezolano importar PetroVideos respetuosamente aconsejar hermano venezolano buscar solución conflicto país no exterior cambio ser positivo democracia evitar totalitarismo,1
212,asi empezo venezuela chamo jajajar gente no cansar discurso refrito mismo decir gano amlo mexico boric chile jaja,0
213,tener calidad tuyo ser mono saltar,0
214,díamundialdelosrefugiados derecho niñez migrante refugiado estar permanentemente riesgo condición movilidad NoEsCuento deber protección niño niña adolescente migrant refugiado ProtecciónYA,0
215,no dejar ver pue chama,0
216,Ud estar refugiado corrupto cuantar doble moral compañerito,0
217,seguidor gobierno solo llorar víctima mas tremendo novela venezolano,0
218,año díamundialdelaspersonasrefugiada tocar aún más cerca caber ayuda persona refugiado ver obligado abandonar hogar poder conocer proyecto específico aquí MarcarLaXesLoNormal,0
219,ser Venezolanos estar aprovechar situación país delinquir,1
220,ser mejor no poder enfrentar Pueblo pueblo actuar infiltrado venezolano delincuente disfrasado refugiado indocumentado cobrar peaje delinqueir,1
221,claro Petro recordar migración venezolano deber cambio climático petróleo Obviamente no sistema político modelo ir replicar acá,0
222,Refugiados estar situación peligro inminente momento cerrar vía violar derecho venir autoridad control pón resistencia utilizar violencia no estar permitir hacer uso fuerza peligrir vida,0
223,así es trabajer Cúcuta tema inmigrante venezolano casi tres año diz ser totalmente cierto acá cuento Revista Semana ser desinformar bombardear cosa decir sí ser situación allá payaso,0
224,no poder construir NADA resentimiento venganza saber bien venezolano,0
225,ser autora parir parir mujer venezolano Colombia,0
226,deber ser así correa no ser refugiado político ser garrapata perro solo hacer daño absorber nutrient pueblo dar poder saber mantener ahora querer más dejar,0
227,aquí más veneco deber ser bien investigado menor indicio deportarlos patada,1
228,resistar hermano demócrata ecuatoriano comunista manipular comunidad indígena interés váyanse vivir Cuba Venezuela allá disfrutar comunismo,0
229,Chuzooo turro turro Venezuela querido,0
230,diamundialdelosrefugiado Recordamos persona mundo tener derecho buscar protección importar ser provenir haber tener huir honrar hoy persona refugiado desplazado mundo,0
231,chamo,0
232,hpto creer parec veneco lear malparir historia todavía seguir cabeza culo poder ir mierda querer hpts colombiano puro berraco no corrar afrontar frente alto seguir luchar así cagu,1
233,veneco,1
234,Fernando creer ya estar grande saber discernir banalidad posesión necesidad pueblo venezolano empobrecido precarizado empecer hablar mejor forma reactivar frontera consecuencia dos Estados,0
235,Sii ser creer ir preferencia haber hacer test dar hecho principio dar dudoso luego sentir más luego test dar DIOS LIO sentir chama horóscopo aterrador,0
236,favor ayúdenme tener febrero esperar PPT tener año Pep ahora no siquiera tener aprobado ppt osea ser más fácil dejar indocumentado documento recién llegar,0
237,pausa recordarl hoy ser Diamundialdelrefugiado Ecuador ser país acogida entrevista director Acnur país hablar situación refugiado,0
238,enero persona nacionalidad venezolano requerir visa ingresar territorio mexicano calidad visitante SomosFronteraViva,0
239,Noticias Solo Gobierno venezolano tener acceso contenido llamada mensaje texto metadato millón cuenta acceso operadora privado Movistar,0
240,refugiado climático verdadero catástrofe ambiental DW Documental través,0
241,jajajaaj CONCHUDO CORREA MEJOR no TE quedas VENEZUELA XDD YA bastante daño HAS hecho país TUYO PROPIO deja JODER,0
242,compartir celebración conmemoración día refugiado brindemos apoyo ser solidario,0
243,Regularizar delincuencia veneco protegido querer atentar jefe,1
244,especulación servicio básico Venezuela estar desatado bujía correa lavadora más timer nevera más cambiar kit WC mantenimiento aire acondicionado ver cara gente,0
245,poder hacer documento vehículo vía requerir agente tránsito PetroBastaYa petropresidente NuestraPrioridadEs DePetroEspero PetroNecesita,0
246,quedar papel documento último vez enamorar,0
247,Colombia ostentar primero lugar país receptor población venezolano ocupar undécimo lugar reconocimiento condición refugiado,0
248,sea Uribe reunir Chavez ser socialdemócrata proponer gran alianza binacional Petróleo ser socialdemócrata ahora EEUU plantear comprar petróleo venezolano no ser tanto comunista rara socialdemocracia conveniencia,0
249,Investigación Gladys María Gutiérrez Alvarado autoridad gobierno chavista visitar Centro Formación Hombre nuevo Simón Bolívar mejor conocido antiguo nombre Planta SomosFronteraViva,0
250,ser decir veneco ser estúpir naturaleza,1
251,Chamo paz,1
252,Chamo dejar droga,1
253,OperativoSunat Ayacucho Fiscalizadores InsumosQuímicos intervenir IQ documento sustentir traslado comisar cloruro sodio thinner lejía cemento t Insumos poder ser usar elaboración droga ilícito,0
254,dentro misión solidario salvar vida colaborar gran cantidad medicamento insumos médico entregar personal médico prestar contingente atención persona refugiado lugar,0
255,sanción ser particular hecho USA seguir ser cliente principal Venezuela cuanto petróleo pagar diariamente dinero concepto dinero entrar arca estado importación venezolano insumo bien ser,0
256,conlosrefugiado Ecuador reportar refugiado solicitante asilo Acnur,0
257,ser lamentable pasar mamá no deber pasar ser injusto tratar manera tanto bajo Alcaldesa no devolver pertenecía robado migración venezolano ser solo sandez saber razón migración venezolano,0
258,chimba sentir hacer amor quedar Tu ere papel así cero corazón roto,0
259,quedar vestido alborotado churo hecho hacer agua helado indocumentado tratar decidir pueblo ya cansar,1
260,repudiamos acto vandalico responsabilizamos Bélgica refugiado no respetar cumplir ley internacional asistir negociación paz velar bien ecuatoriano reparación económico inmediato,0
261,hoy celebrar Día Mundial Personas Refugiadas semana tener repleta actividad Andalucía diamundialdelosrefugiado WorldRefugeeDay seguir HILO,0
262,Salen Venecos llenar Panamá,1
263,migrant AFRICANOS MUEREN frontera ESPAÑA INTERNACIONAL menos refugiado africano morir ser asesinar fuerza orden intentar ingresar Melilla ciudad autónomo español ubicado frontera Marruecos,0
264,Tu ser mio papel,0
265,imagino gobierno venezolano hacer santeer Petro ganar ir tener relación mucho hermoso,0
266,marico maldito veneco trabajar local norte ciudad vender producto ser sumamente costoso dejar buen profit querer mes empleado vividor asqueroso,1
267,ACNUR más millón persona mundo haber ver obligado huir hogar haber millón persona refugiado más mitad menor año hoy ser díamundialdelrefugiado poder hacer,0
268,Abre frontera convenir amigo chavista venezolano ser ir vivir sabroso Colombia ser pobre Colombia ir seguir ser pobre ir tener competir Venecos empleo,1
269,Ponte poncho rojo así hacer chamo,0
270,Sino tener bocadillo ser plato venezolano colombiano bocadillo ser Colombiana lastimar perdistir,0
271,Siiiii jajajar pasar ver paisano hablar ser modo Dios mio ya poder decir chama,0
272,díamundialpersonasrefugiada Cruz Roja ser apoyar persona refugiado solicitante asilo hacer más año formar parte Sistema Estatal Acogida ser ser ser persona tener derecho buscar seguridad,0
273,realizar lanzamiento más cerca Derechos acercar derecho persona migrant refugiada retornada consorcio,0
274,oír chamo esperar Perú,0
275,menos venezolano no ser lastimar inhumano traficante ser no no animal comportar así,0
276,estar ubicado hablar delincuencia común no narcotráfico ya tocar tema venezolano barrio antioquia ahora ser manejar plaza microtafico ser evolucionar quizás invente no poder probar,1
277,millón votar Petro esperar estar bien representado oposición oposición Colombiana deber marcar diferencia Venezolana no ser garantía año recuperar país,0
278,Jajajaja estar señora ser cuento no desear peor quedar venezolano mendigar dos año grosería arribista llevar tumba no desear muerte ir allá más viejo más cerca,0
279,Chile allá Venezuela aquí primero partido eliminatoria igual ser sólir no jorobir Dida ser fundamental asegurar clasificación Colombia Chile ahí ganar no bajar Pervis no ir bajar Dida llorar parque,0
280,esperar ya cansir venezolana,0
281,Democracia correista libertad venezolano cubano no,0
282,Dotora gritona Cataño entonces ya no ir Volver Venezuela no ir Expropiar no cir perder Democracia Porqué decir estar pegar Petro,0
