Tweet_ID,Tweet_Date,Media_Name,Media_Origin,Teaser_Tokens,Tag_Value
1279815939450519553,05-07-2020,infobae,Argentina,Zinedine Zidane hablar de el polémica en el arbitraje del Real Madrid estar cansado,No
1277640353483386891,29-06-2020,infobae,Argentina,Oficial él concretar el trueque entre el Barcelona y el Juventus oficial el FC Barcelona traspasar a Arthur a el Juventus,No
1298901026200838145,27-08-2020,infobae,Argentina,CoDi y medio de pago sin contacto en tiempo de COVID,No
1285730864543010818,22-07-2020,infobae,Argentina,el equipo de el Premier más sudamericano de todo adoptar el mate como infusión diario,Clickbait
1266039792287940608,28-05-2020,infobae,Argentina,RT Coronavirus sin frontera paciente que llegar de México saturar hospital de California,No
1299440734341345280,28-08-2020,infobae,Argentina,el coronavirus impactar más a el hombre el científico empezar a comprender por qué Por Apoorva Mandavilli,Clickbait
1269504497916637185,07-06-2020,infobae,Argentina,el revancha del real Brasil revalúa y ayuda a distender el mercado de cambio local,No
1299153397313163265,28-08-2020,infobae,Argentina,quién ser Margarita Cabello el primero mujer en en Procuradora General en Colombia,No
1262517705682251776,18-05-2020,infobae,Argentina,el sur de Florida comenzar uno reapertura gradual pero mantener clausurada el playa,No
1260280093605113856,12-05-2020,infobae,Argentina,qué ser el dragón azul el extraño criatura venenós que aparecer en uno playa de Texas,Clickbait
1269332238279172096,06-06-2020,infobae,Argentina,Estremecedor gesto en uno partido de el Bundesliga el pedido de justicia por el muerte de George Floyd en Estados Unidos,Clickbait
1301117773175808000,02-09-2020,infobae,Argentina,Ansiedad insomnio y menos ingreso el impacto de el pandemia sobre el profesional de el salud,No
1263715347766538240,22-05-2020,infobae,Argentina,el Argentina ingresar en uno default invisible para el mercado,No
1241211690382811136,21-03-2020,infobae,Argentina,Cine de autor para ver en casa ocho película que no tú podés perder,Clickbait
1297367455594094593,23-08-2020,infobae,Argentina,México producir el de aguacate de todo el mundo Subsecretaría de Comercio Exterior,No
1047587607679356928,03-10-2018,infobae,Argentina,RT desarrollar en España uno cápsula del futuro tren Hyperloop,No
1009469105487794176,20-06-2018,infobae,Argentina,advertir uno falla de seguridad en Google Home y Chromecast de qué él tratar y cómo,Clickbait
1289313819689279488,31-07-2020,Clarín,Argentina,detener a uno hacker de año por el ciberataque masivo a Twitter,No
1288914891634388992,30-07-2020,Clarín,Argentina,colágeno hidrolizado convenir tomar el suplemento,Clickbait
1301227318610931714,02-09-2020,Clarín,Argentina,José López él unificar dos pena en su contra y deber afrontar año y medio de cárcel,No
1287721686482247684,27-07-2020,Clarín,Argentina,Coronavirus en cárcel federal muerte y caso positivo,No
1286424716065087489,23-07-2020,Clarín,Argentina,uno modisto uno abogado y uno asesino convicto el embajador de el mafia calabrés en el Argentina,Clickbait
1300435952414982145,31-08-2020,Clarín,Argentina,el verdadero costo de el declaración de independencia de Lionel Messi,Clickbait
1262698986466574337,19-05-2020,Clarín,Argentina,uno nuevo estudio advertir que el celular poder ser el caballo de Troya del coronavirus,No
1278364039509352455,01-07-2020,Clarín,Argentina,Rocío Oliva él meter en el pelea entre Diego Maradona y su hija estar de acuerdo con él,No
1292186253878857728,08-08-2020,Clarín,Argentina,el Ciudad avanzar para habilitar espacio común de edificio definir uno protocolo en el que haber parrilla pero no SUM,No
1291683755757834243,07-08-2020,Clarín,Argentina,Coronavirus el enfermero del Fernández que dar por muerto él recuperar y ya volver a trabajar,Clickbait
1254543284833341440,26-04-2020,Clarín,Argentina,ser a a su casa y en uno forcejeo matar a su hijo de año,No
1283801134042406912,16-07-2020,Clarín,Argentina,Franquicias por el crisis cerrar el de el local,No
1295668216740577282,18-08-2020,La Nación,Argentina,doble rol el juego de Sergio Massa tercer partener de el alianza gobernante,Clickbait
1303143524083343360,08-09-2020,La Nación,Argentina,Coronavirus el Argentina superar el barrera de el muerte el Argentina superar el muerte por coronavirus,No
1247518093930156036,07-04-2020,Clarín,Argentina,detener a el hermana de Esteban Alvarado uno de el principal líder narco de Rosario,No
1246469185888063488,04-04-2020,Clarín,Argentina,Coronavirus en Argentina con el foco puesto en el cajero clave y consejo para evitar el robo de dato de el tarjeta,Clickbait
1300171691084054528,30-08-2020,Clarín,Argentina,incendio y ataque mapuch en Chile uno huelga de camionero exigir protección en el sur del país,No
1274065678572511232,19-06-2020,La Nación,Argentina,pixelar cara y borrar metadato en foto el tecnología usado en el protesta de,No
1227745494081908736,13-02-2020,Clarín,Argentina,Asalto en el shopping Soleil cuál ser el vínculo con el crimen del turista inglés en Puerto Madero,Clickbait
1238782629056598016,14-03-2020,Clarín,Argentina,Sapiens cautivo de nuestro ADN,No
1270768832404062208,10-06-2020,La Nación,Argentina,Android Google lanzar el versión beta y este ser todo su nuevo función,Clickbait
1159221303267778561,07-08-2019,Clarín,Argentina,Galaxy Note lanzar uno celular Extra Large y con recarga ultraveloz,No
1239881052094513153,17-03-2020,Clarín,Argentina,advertir que el niño y adolescente consumir hasta uno más de pantalla,No
1148661324949401600,09-07-2019,Clarín,Argentina,Netflix hacer uno serie basado en el videojuego Cuphead Cuphead el videojuego éxito de Microsoft tener su versión adaptado para Netflix,No
1283177804843098112,14-07-2020,Clarín,Argentina,Coronavirus en Argentina reportar muerto y caso en el último hora,No
1283104177204400128,14-07-2020,Clarín,Argentina,el Día del Amigo ser uno alerta no él poder festejar en cuarentena advertir desde el provincia de Buenos Aires,No
1209609001790590983,24-12-2019,Clarín,Argentina,desesperado búsqueda del ginecólogo cordobés el familia ofrecer mil de recompensa,No
1266379526801461251,29-05-2020,La Nación,Argentina,capítulo de YouTube así ser el nuevo función para organizar el reproducción de video,Clickbait
1301921321958469633,04-09-2020,Clarín,Argentina,rechazar dictar uno medida cautelar contra revisión del traslado del juez German Castelli,No
1254942407877066752,28-04-2020,Clarín,Argentina,Mirko decir su primero malo palabra y Marley compartir uno conmovedor video de su nacimiento,Clickbait
1278419250248667140,01-07-2020,Clarín,Argentina,Coronavirus en Argentina uno relevamiento mostrar que el economía preocupar más que el salud de el familia,No
1283463276920213506,15-07-2020,Clarín,Argentina,uno atleta argentino que ya tener su lugar en el Juegos de Tokio dar positivo de coronavirus,Clickbait
1185625689946505217,19-10-2019,Clarín,Argentina,cae uno de el sicario más buscado de Rosario,Clickbait
1287933481834745857,28-07-2020,La Nación,Argentina,ife Alfredo Cornejo denunciar irregularidad en el pago y apuntar contra Fernanda Raverta fondo Cornejo apuntar contra Raverta por el irregularidad en el pago del IFE,No
1288819594594070533,30-07-2020,La Nación,Argentina,éxodo confirmado Bautista Ezcurra exback de Jaguares jugar en Atlanta Rugby de Estados Unidos seguir el éxodo Bautista Ezcurra back de Jaguares jugar en Atlanta Rugby de Estados Unidos,No
1180876336103071745,06-10-2019,Clarín,Argentina,entregar uno pizza y él asesinar de uno tiro en el cabeza asesinar de uno tiro en el cabeza a uno repartidor de pizza en el Plata,No
1091766339885125633,02-02-2019,Clarín,Argentina,descubrir uno error en el app de WhatsApp que permitir recuperar mensaje eliminado,Clickbait
1254865661571903493,27-04-2020,La Nación,Argentina,el velatorio digital uno solución para dar el último adiós en tiempo de pandemia,No
1300958740108242945,02-09-2020,Clarín,Argentina,Deuda cinco clave para entender el negociación que llevar a cabo Martín Guzmán,Clickbait
1247899492549984256,08-04-2020,Clarín,Argentina,Leticia Brédice publicar fuerte mensaje contra su novio él acusar de ladrón y malo gente,No
1259492271776555008,10-05-2020,Clarín,Argentina,Martín Guzmán en el mira por su teoría de el deuda y por su rol como ministro,No
1273723810072625152,18-06-2020,Clarín,Argentina,problema en fase a uno intendente él impedir entrar al municipio vecino para llevar leche a su hijo recién nacido,No
1247575119167459331,07-04-2020,Clarín,Argentina,Coronavirus con mi ex Demi Moore y Bruce Willis pasar junto el cuarentena,No
1287463895955902464,26-07-2020,La Nación,Argentina,el último fecha de el Premier League Bielsa en el tribuna el error fatal del arquero de Leicester uno consuelo al goleador y el Guante de Oro,Clickbait
1273414927491964929,18-06-2020,Clarín,Argentina,cómo celebrar uno cumpleaños en cuarentena opción para mantener el distancia social,Clickbait
1087789528926978048,22-01-2019,Clarín,Argentina,el playlists de Spotify para cada signo del zodíaco qué músicar escuchar según el astrología Música astrológicamenir personalizado Spotify idear playlists para cada signo del zodíaco,Clickbait
1285144018368827392,20-07-2020,La Nación,Argentina,Coronavirus en el Argentina el gasto extra por el pandemia rondar el millón,No
1300650729590476800,01-09-2020,Clarín,Argentina,cantando Dan Breitman él romper con uno tema de Charly García,No
1245469749670273024,01-04-2020,Clarín,Argentina,prohibido para adulto,Clickbait
1245189338876522497,01-04-2020,Clarín,Argentina,el día que Paul McCartney decir basta y él despedir de The Beatles para siempre,Clickbait
1159222852735950853,07-08-2019,Clarín,Argentina,el policía acusado de asesinar a uno matrimonio decir que no participar del hecho pero reconocer que mentir sobre su arma,No
1300458899204706306,31-08-2020,Clarín,Argentina,qué significar soñar con serpiente,Clickbait
1150405098159378437,14-07-2019,Clarín,Argentina,Taxistas mantener sitiado el ciudad de Neuquén luego de que balearar a uno chofer en uno intento de robo,No
1299415780090576896,28-08-2020,La Nación,Argentina,Sebastián Estevanez sufrir quemadura en el mano y el rostro por el explosión de uno bidón de alcohol en gel Accidente doméstico Estevanez sufrir quemadura en el mano y el rostro,No
1274124820318486528,19-06-2020,Clarín,Argentina,uno golfista dar positivo de coronavirus en pleno torneo del PGA Tour,No
1299727229660913664,29-08-2020,Clarín,Argentina,por qué designar a dos nuevo fiscal en el caso Facundo Astudillo Castro,Clickbait
1238577943099695108,13-03-2020,Clarín,Argentina,Coronavirus el emotivo campaña de Andrea Bocelli Eros Ramazzotti Laura Pausini y otro cantante italiano,Clickbait
1242100029168455681,23-03-2020,Clarín,Argentina,Coronavirus en Argentina el riesgo país subir más del y caer el bono,No
1230521128738676736,20-02-2020,La Nación,Argentina,FIFA Boca y River volver con uno con parche gratuito por el Copa Libertadores,No
1226869690561187841,10-02-2020,La Nación,Argentina,uno App Store chino Xiaomi Oppo Vivo y Huawei él unir para competir con el Play Store de Google,No
1130542217557209088,20-05-2019,Clarín,Argentina,este señal indicar que el chico tener problema visual,Clickbait
1214928516829077504,08-01-2020,La Nación,Argentina,CES Charmin Rollbot tú traer papel higiénico al baño cuando él acabar,No
1277689634487754752,29-06-2020,La Nación,Argentina,Fútbol Barcelona y Juventus oficializar el trueque entre Arthur y Pjanic para maquillar cuenta antes del de junio,No
1274331451815858177,20-06-2020,La Nación,Argentina,Vicentin Omar Perotti explicar su plan y decir que Alberto Fernández no tener uno vocación expropiadoro,No
1109114523774910465,22-03-2019,Clarín,Argentina,más chico terminar el colegio con sobrepeso y buscar con uno guía generar uno escuela saludable,No
1197543201378381824,21-11-2019,La Nación,Argentina,sin así ser Uber Comfort el nuevo servicio diferencial con auto nuevo y conductor silencioso,Clickbait
1270387607562829824,09-06-2020,La Nación,Argentina,el tres central obrero respaldar el intervención oficial de Vicentin Vicentin Respaldo de el tres central sindical a el intervención oficial,No
1021023854339055616,22-07-2018,Clarín,Argentina,uno falso meme sobre el muerte de Mr Bean estar propagar uno estafa,Clickbait
1270437780490006530,09-06-2020,La Nación,Argentina,Fernando Morientes por qué Boca él ganar aquel Intercontinental a Real Madrid y su mirada del gen argentino Fútbol el recuerdo de Fernando Morientes por qué Boca él ganar el Intercontinental a Real Madrid el camiseta xeneize que todavía conservar y su mirada del gen argentino,Clickbait
1041669622724882432,17-09-2018,Clarín,Argentina,consejo para perder grasa sin sacrificar masa muscular,Clickbait
994282555716157440,09-05-2018,Clarín,Argentina,Neibors el red social pensado para vecino con desarrollo argentino lanzar uno red social pensado para vecino con desarrollo argentino,No
1278082769780760576,30-06-2020,Clarín,Argentina,afirmar que Estados Unidos comprar todo el dosis disponible para tres mes de uno droga contra el coronavirus,No
916300532137943040,06-10-2017,Clarín,Argentina,Entrená al aire libre,No
1267202577147424768,31-05-2020,Clarín,Argentina,Coronavirus Estados Unidos enviar dos millón de dosis de hidroxicloroquina a Brasil,No
1205709006347493376,14-12-2019,Clarín,Argentina,Basterra armar su equipo y ir definir su perfil de gestión,No
1198591232517083138,24-11-2019,Clarín,Argentina,Programas que apuntar a achicar el huella de carbono,No
1196392495522828288,18-11-2019,Clarín,Argentina,asegurar que el genética estar cambiar el manejo agronómico del maíz,No
1263487995442692096,21-05-2020,Clarín,Argentina,China inaugurar el asamblea político más importante del año dominado por el efecto del coronavirus,No
1262438938729345024,18-05-2020,Clarín,Argentina,por caso de coronavirus cerrar al menos escuela en Francia,No
1301284740809527300,02-09-2020,El Comercio,Ecuador,el COE Nacional aprobar el regreso de el competición de tenis pero ser sin el presencia de público,No
1307419454322757632,19-09-2020,BBC,Inglaterra,el caso de Frida Sofía en el escuela derrumbado por el terremoto en México revivir el historia de Monchito el niño del sismo de que tampoco existir dos nombre Frida Sofía y Monchito mantener a México en vilo durante el terremoto de y como posible sobreviviente entre el escombro hasta que él descubrir que ninguno de el dos niño existir DeNuestroArchivo,No
1299438977624272903,28-08-2020,BBC,Inglaterra,Messi abandonar el Barcelona qué poder ganar el equipo con el salida del astro responder analista de el BBC qué poder ganar el FC Barcelona con el salida de Lionel Messi responder analista de el BBC,Clickbait
1307248580013547521,19-09-2020,El Mundo,España,videojuego el infinito en tu mando el opinión de,No
1297645864413003777,23-08-2020,El Comercio,Ecuador,Mushuc Runa ganar al Olmedo con uno gol de tiro libre de su arquero Iván Brun,No
1304520609179860993,11-09-2020,El Mundo,España,el llama en el oeste de EEUU dejar ya muerto nunca haber ver tanto incendio sin control RT el fuego avanzar sin control en EEUU Informa,No
1286802106184327169,24-07-2020,El Comercio,Ecuador,Antetokounmpo y LeBron en forma para reinicio de el NBA Nurkic reaparecer el candidato a MVP de el NBA jugar uno amistoso y así él ser antes de el reanudación del torneo,Clickbait
1298172476317478912,25-08-2020,El Mundo,España,el polémica apuesta de México uno vuelta al cole por televisión quedar por despejar mucho duda como por ejemplo cómo poder resolver el estudiante su duda seguir uno programa de televisión cómo él comprobar que realmente estar seguir el contenido,Clickbait
1303365308179255304,08-09-2020,El País Madrid,España,poder pedir año de cárcel para Jordi Pujol,No
1212682613770653698,02-01-2020,BBC,Inglaterra,el evento y personalidad a el que prestar atención en,Clickbait
1294301100678549504,14-08-2020,El Mundo,España,el popularidad de Jair Bolsonaro batir uno récord desde que ser presidente de Brasil explicar por qué,No
1289885331978887169,02-08-2020,El Mundo,España,el vacuna del coronavirus desata el guerra de el hackers Por,No
1307060950839824384,18-09-2020,BBC,Inglaterra,Supercepo al dólar por qué el último gobierno en Argentina aplicar traba al acceso de dólares y qué yo decir sobre el deterioro de su economía,Clickbait
1156512971272663045,31-07-2019,BBC,Inglaterra,Ronaldinho embargar propiedad y él retener el pasaporte al exfutbolista por impago de multa de millón,No
1288015759097180160,28-07-2020,El Mundo,España,Madrid aprobar hoy más restricción en el aforo de el hostelería y bar de copa para frenar el rebrot de,No
1269176142822604801,06-06-2020,El Mundo,España,el pueblo más bonito de España imponer uno manual de comportamiento a el turista ante el temor a contagio el de Cudillero a Guadalupe Ayllón o Liérganes pedir a el turista que saber,No
1299523415594934272,29-08-2020,El Mundo,España,el comunidad lamentar el pacto de mínimo Para qué hacer falta uno Ministerio de Educación si no coordinar,No
1234907247240761350,03-03-2020,El Mundo,España,Premio de el a el inventor de el comunicación a prueba de espía por,No
1275519642317074443,23-06-2020,El Mundo,España,terremoto en México uno temblor de magnitud causar al menos siete muerto en pleno pandemia el gobernador de Oaxaca confirmar dos muerto,No
1140005698987810816,15-06-2019,BBC,Inglaterra,Copa América Brasil Colombia doblar con contundencia a Argentina mientras Perú empatar con Venezuela en el Copa América Copa América Brasil Perú empatar sin gol con Venezuela con el portero Faríñez y el VAR como clave para el empate,No
1241314653130633216,21-03-2020,El Mundo,España,Coronavirus el bandera de España iluminar el edificio más alto del mundo el Burj Khalifa de Dubai el acto rendir tributar al personal sanitario español el proyección en el torre costar entre entre y dólares ya lucir el rojigualda el Día de el Hispanidad coronavirus,No
1273902799819071489,19-06-2020,El Mundo,España,comerciante del Rastro acusar al Ayuntamiento de falta de colaboración para reabrir el mercadillo,No
1244248945477345284,29-03-2020,El País Madrid,España,Rutte el más duro de el halcón Holanda haber estar al frente de varios bloqueo en el seno de el UE casi siempre por cuestión económico,No
1289896478375256064,02-08-2020,El País Madrid,España,por qué el mujer jodida de Charlize Theron él convertir en el último gran estrella de Hollywood,Clickbait
1281503174843670530,10-07-2020,El País Madrid,España,el Gobierno y el Casa Real abordar el futuro de Juan Carlos I tras el crisis Pedro Sánchez haber resucitar este jueves el propuesta de reformar el Constitución para eliminar el inviolabilidad del jefe del Estado,No
1268122957336973312,03-06-2020,El Mundo,España,Madrid sufrir uno trasvase de entre el y el del transporte público al coche tras el crisis de el Covid,No
1282365576158093317,12-07-2020,El Mundo,España,Raúl García ser el gasolina del Athletic dos gol de Raúl García al Levante mantener al Athletic vivo en el pelea por Europa,No
1303156365087576064,08-09-2020,El Comercio,Ecuador,Anderson David Salazar de año permanecer desaparecido desde el pasado de septiembre de atención Anderson David Salazar de año estar desaparecido desde el de septiembre del,No
1292165656608153607,08-08-2020,El País Madrid,España,sustituir a Sarri despedido por el Juventus hora después de caer en Champions el equipo italiano eliminado por el Lyon apostar por el excentrocampista que él estrenar en el banquillo informar,No
1225012508542623745,05-02-2020,El Mundo,España,José Luis Cuerda sin subterfugio el guionista discípulir y amiga de José Luis Cuerda recordar al maestro,No
1301673134593052674,04-09-2020,El Comercio,Ecuador,Andrés Arauz decir que él ingresar recurso a el casación del caso soborno para que Rafael Correa mantener su aspiración electoral,No
1245677230421872640,02-04-2020,El Mundo,España,el Policía Municipal descubrir uno bar abierto en el Cañada que esconder uno plantación de marihuán,No
1240570700139835392,19-03-2020,El Mundo,España,Día de aislamiento en Wuhan cero contagio de coronavirus casi tres mes después empezar a volver a su casa el más de médico que él desplazar a Wuhan epicentro de el epidemia para aliviar él que en enero ser uno sistema sanitario colapsado,No
1239543116388085760,16-03-2020,El Mundo,España,el resultado de el primero vuelta en Francia en cuarentena macron ir a a el nación este poder suspender el segundo vuelta de el municipal él que anular el primero celebrado ayer con récord de abstención,No
1300977150644957184,02-09-2020,El Comercio,Ecuador,Barcelona golear al Aucas y seguir en el lucha por ganar el primero etapa LigaPro Barcelona él recuperar en el campeonato y propiciar uno goleada al Aucas en el Monumental,No
1283046630476914688,14-07-2020,El País Madrid,España,el VAR decidir jibarizar el fútbol opinión el VAR haber transformar el fútbol en uno juego donde prevalecer el milímetro el miligramo y el frame televisivo al jugador él él convertir en uno muñeco de futbolín sin brazo rígido y atado por Santiago Segurola,No
1302250133216784386,05-09-2020,El País Madrid,España,investigador negacionista antivacuna y vendedor de humo el quién ser quién del coronavirus durante este mes de pandemia él haber disparar el número de grupo anticiencia y haber aflorar negacionista del conspiranoico antivacuna y vendedor de tratamiento ineficaz y peligroso él poner cara,Clickbait
1265209432956456961,26-05-2020,El Mundo,España,Armstrong contar su verdad del maltrato de su padrastro a el fe ciego en el doctor Ferrari,No
1270699411820220416,10-06-2020,El Mundo,España,no haber dinero ni para crispar,No
1057235959035715584,30-10-2018,BBC,Inglaterra,Récord de Klay Thompson en el NBA triple en minuto el fantásticoa marca del jugador de Golden State Warriors,No
1301860061040517121,04-09-2020,El País Madrid,España,Lisa Campbell primero mujer al frente de el Agencia Espacial Canadiense el politóloga abogado y funcionaria público tomar el mando de el fundado en por,No
1301490129660329989,03-09-2020,El País Madrid,España,el Marina mexicano intercepto casi tres tonelada de cocaína en el Caribe el haber difundir uno video en el que él apreciar uno operativo para detener a uno embarcación con kilogramo de cocaína en el Caribe mexicano tres persona haber ser detener,No
1268129364354441218,03-06-2020,El País Madrid,España,este accesorio de pelo hacer que llevar mascarilla a diario ser mucho más cómodo,Clickbait
1305317359998046209,14-09-2020,BBC,Inglaterra,uno Chernóbil en cámara lento en el fondo del mar el titánico tarea de reflotar submarino soviético con material radioactivo del mar de Barents según uno estudio haber objeto radiactivo en el océano Ártico entre el que él encontrar buque y reactor,No
1268538200617824256,04-06-2020,El Mundo,España,Celaá plantear separar el espacio por edad en el colegio para perimetrar posible brote de,No
1186307650239258624,21-10-2019,El Mundo,España,Ellas tomar su sitio en el Museo del Prado el recuperar el obra de dos de el grande pintora del siglo xvi Sofonisba Anguissola y Lavinia Fontana que tener el primero papel visibilizador de el mujer en el arte,No
1265889274328748033,28-05-2020,El Mundo,España,el radical mantener el ola de sabotaje y llamar a uno movilización nacional en el País Vasco y Navarra,No
1036892203497541632,04-09-2018,El Mundo,España,viaje en a bordo del uno de el tren más lujoso del mundo en este vídeo inmersivo en alto resolución recorrer todo el encanto de uno de el joya ferroviario de nuestro país Al Andalus,No
1273880778829635589,19-06-2020,El País Madrid,España,Koundé ya saber español Monchi no dudar en pagar millón al Girondins por Koundé uno futbolista entonces de año con solo temporada y medio en el Liga francés y él haber convertir en uno de el mejor elemento del Sevilla tercero en el tabla antes de recibir hoy al Barça,No
1263144327238254592,20-05-2020,El Mundo,España,Fernando Simón ignorar alerta de Alemania y Francia sobre el en uno cumbre europeo Fernando Simón ignorar alerta de Alemania y Francia sobre el en uno cumbre europeo haber país que advertir el de febrero sobre el falta de material sanitario y el gravedad del contagio él contar y,No
1203374800326012929,07-12-2019,El Mundo,España,el columna semanal de Reflexiones de uno viernes festivo,No
1298321907331342337,25-08-2020,El Comercio,Ecuador,el argentino Lionel Messi anunciar su deseo de salir del Barcelona de España atención Messi y uno comunicado que poner en alerta al FC Barcelona,No
1255080705668911104,28-04-2020,El País Madrid,España,cómo el versión mini del Capucines de Louis Vuitton él convertir en el bolso de el temporada el firma reeditar su icónico Capucines en uno tamaño más pequeño que haber ya conquistar a celebriti como Charlize Theron o Karlie Kloss,Clickbait
1166993123211452416,29-08-2019,El Mundo,España,el presidenta del jurado arremete contra el Mostra por programar a Polanski y no ir a su gala,No
1242561476558274563,24-03-2020,El Mundo,España,Guardiola y Messi donar uno millón de euros y Cristiano financiar plaza UCI Leo Messi haber ser el último deportista en hacer uno gesto para detener el avance del coronavirus el futbolista haber decidir donar uno millón de euros a invertir en material sanitario contra el,No
1196018831204012032,17-11-2019,El Mundo,España,detener por denuncia falso al hombre que insultar a uno agente en uno vídeo que él hacer viral,No
1242364708549689345,24-03-2020,El Mundo,España,el televisión el seguro el piso de el Villa Cuánto costar aplazar el Juegos Olímpicos de Tokio el televisión el seguro el piso de el Villa Por qué no él aplazar ya el Juegos Olímpicos de Tokio por,Clickbait
918189473820704769,11-10-2017,El Mundo,España,Asador Borda brasa con futuro en Getxo AsadorBorda brasa con futuro uno crónica culinario de Pepe Barrena cc,No
1184773654892240896,17-10-2019,El Mundo,España,cuatro detenido por robar el casa de futbolista del Atlético y el Real Madrid,No
1235654824344948736,05-03-2020,El Mundo,España,el Premier cancelar el saludo de mano antes de el partido para prevenir contagio de coronavirus,No
1267909156419362818,02-06-2020,El País Madrid,España,Dúbov aprender rápido y remonta el ruso ganar a Nakamura el manga de el final y fuerza el que él jugar este miércoles informar,No
